Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.1.2-10.0.2.4-54120-80-6,10.0.1.2,54120,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4193483,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,119.9480241126529,0.9538610267407786,1397827.6666666665,2420550.8327114997,4192839.0,60.0,0,0,0,0,0,4192899.0,2096449.5,2964742.4629165516,4192839.0,60.0,1,0,0,0,32,96,0.23846525668519464,0.715395770055584,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54102-80-6,10.0.1.2,54102,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4195034,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,119.90367658521959,0.9535083625067163,1398344.6666666665,2421330.270125357,4194256.0,16.0,0,0,0,0,0,4194272.0,2097136.0,2965775.545923865,4194256.0,16.0,1,0,0,0,32,96,0.23837709062667908,0.7151312718800372,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54112-80-6,10.0.1.2,54112,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4195444,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,119.89195899170623,0.9534151808485586,1398481.3333333335,2421547.060220456,4194643.0,61.0,0,0,0,0,0,4194704.0,2097352.0,2966017.376443031,4194643.0,61.0,1,0,0,0,32,96,0.23835379521213965,0.7150613856364189,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54128-80-6,10.0.1.2,54128,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4221963,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,119.13889344837935,0.9474265880586827,1407321.0,2437231.913969001,4221594.0,68.0,0,0,0,0,0,4221662.0,2110831.0,2985069.6615553214,4221594.0,68.0,1,0,0,0,32,96,0.23685664701467068,0.710569941044012,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54134-80-6,10.0.1.2,54134,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4233847,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,118.56829025706409,0.9447672530443354,1411282.3333333335,2443684.39458788,4233006.0,134.0,0,0,0,0,0,4233140.0,2116570.0,2993092.495094664,4233006.0,134.0,1,0,0,0,32,96,0.23619181326108385,0.7085754397832515,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54130-80-6,10.0.1.2,54130,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4235817,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,118.74922830707747,0.944327859300815,1411939.0,2444959.462125497,4235135.0,166.0,0,0,0,0,0,4235301.0,2117650.5,2994575.298014812,4235135.0,166.0,1,0,0,0,32,96,0.23608196482520374,0.7082458944756113,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54142-80-6,10.0.1.2,54142,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4273977,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,117.68898148024661,0.9358964730039492,1424659.0,2466850.8784494856,4273133.0,22.0,0,0,0,0,0,4273155.0,2136577.5,3021545.7648628294,4273133.0,22.0,1,0,0,0,32,96,0.2339741182509873,0.7019223547529618,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54168-80-6,10.0.1.2,54168,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4273783,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,117.69432374081698,0.9359389561893995,1424594.3333333335,2466780.428266029,4272987.0,92.0,0,0,0,0,0,4273079.0,2136539.5,3021393.029798093,4272987.0,92.0,1,0,0,0,32,96,0.23398473904734987,0.7019542171420495,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-54152-80-6,10.0.1.2,54152,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4264839,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,117.94114619567115,0.9379017590113015,1421613.0,2461950.8757178728,4264429.0,121.0,0,0,0,0,0,4264550.0,2132275.0,3015321.103868044,4264429.0,121.0,1,0,0,0,32,96,0.23447543975282537,0.7034263192584761,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55816-80-6,10.0.1.2,55816,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4316036,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,116.54212337431846,0.9267763290204252,1438678.6666666665,2491215.0500381,4315286.0,39.0,0,0,0,0,0,4315325.0,2157662.5,3051340.4161949055,4315286.0,39.0,1,0,0,0,32,96,0.2316940822551063,0.6950822467653188,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55822-80-6,10.0.1.2,55822,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4304762,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,116.84734254762516,0.9292035192654088,1434920.6666666665,2485097.4273272133,4304464.0,19.0,0,0,0,0,0,4304483.0,2152241.5,3043702.2487445287,4304464.0,19.0,1,0,0,0,32,96,0.2323008798163522,0.6969026394490566,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55836-80-6,10.0.1.2,55836,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4315966,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,116.54401355339684,0.9267913602655813,1438655.3333333335,2491107.945494601,4315139.0,126.0,0,0,0,0,0,4315265.0,2157632.5,3051174.953208108,4315139.0,126.0,1,0,0,0,32,96,0.23169784006639532,0.6950935201991859,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55840-80-6,10.0.1.2,55840,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4357087,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,115.44410290636841,0.9180445559154545,1452362.3333333335,2514809.3265956235,4356214.0,167.0,0,0,0,0,0,4356381.0,2178190.5,3080190.372867317,4356214.0,167.0,1,0,0,0,32,96,0.22951113897886363,0.6885334169365909,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55864-80-6,10.0.1.2,55864,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4357008,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,115.44619610521714,0.9180612016319455,1452336.0,2514891.0273232516,4356282.0,45.0,0,0,0,0,0,4356327.0,2178163.5,3080324.723155742,4356282.0,45.0,1,0,0,0,32,96,0.22951530040798637,0.6885459012239591,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55852-80-6,10.0.1.2,55852,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4336796,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,115.98424274510492,0.922339902545566,1445598.6666666665,2503471.022373603,4336358.0,87.0,0,0,0,0,0,4336445.0,2168222.5,3066206.6291625714,4336358.0,87.0,1,0,0,0,32,96,0.2305849756363915,0.6917549269091745,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55880-80-6,10.0.1.2,55880,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4372184,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,115.04547841536404,0.9148745798438492,1457394.6666666665,2523895.364284608,4371738.0,116.0,0,0,0,0,0,4371854.0,2185927.0,3091203.560984297,4371738.0,116.0,1,0,0,0,32,96,0.2287186449609623,0.686155934882887,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55878-80-6,10.0.1.2,55878,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4395023,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,114.44763770291986,0.9101203793472753,1465007.6666666665,2536738.5351031614,4394181.0,133.0,0,0,0,0,0,4394314.0,2197157.0,3107061.137659187,4394181.0,133.0,1,0,0,0,32,96,0.22753009483681882,0.6825902845104564,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55894-80-6,10.0.1.2,55894,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4397014,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,114.39581497807374,0.9097082702033698,1465671.3333333335,2537922.678947555,4396212.0,127.0,0,0,0,0,0,4396339.0,2198169.5,3108501.5141724637,4396212.0,127.0,1,0,0,0,32,96,0.22742706755084244,0.6822812026525273,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55926-80-6,10.0.1.2,55926,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4432587,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,113.25214823758677,0.9024075556779823,1477529.0,2558548.236240427,4431886.0,12.0,0,0,0,0,0,4431898.0,2215949.0,3133808.1587643493,4431886.0,12.0,1,0,0,0,32,96,0.22560188891949556,0.6768056667584866,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55908-80-6,10.0.1.2,55908,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4432539,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,113.47897897796274,0.9024173278565625,1477513.0,2558466.824066515,4431776.0,90.0,0,0,0,0,0,4431866.0,2215933.0,3133675.222689486,4431776.0,90.0,1,0,0,0,32,96,0.22560433196414062,0.6768129958924219,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55916-80-6,10.0.1.2,55916,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4417869,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,113.85579789713096,0.9054138997783774,1472623.0,2550288.0656472906,4417442.0,110.0,0,0,0,0,0,4417552.0,2208776.0,3123525.4119523345,4417442.0,110.0,1,0,0,0,32,96,0.22635347494459435,0.679060424833783,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55932-80-6,10.0.1.2,55932,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4455961,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,112.65807757294105,0.8976739248839924,1485320.3333333335,2572266.635015572,4455518.0,136.0,0,0,0,0,0,4455654.0,2227827.0,3150430.8249764824,4455518.0,136.0,1,0,0,0,32,96,0.2244184812209981,0.6732554436629943,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55958-80-6,10.0.1.2,55958,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4476982,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,112.35247316160753,0.8934590311062229,1492327.3333333335,2584197.8866529036,4476302.0,10.0,0,0,0,0,0,4476312.0,2238156.0,3165216.4277710933,4476302.0,10.0,1,0,0,0,32,96,0.22336475777655573,0.6700942733296672,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55930-80-6,10.0.1.2,55930,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4477164,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,112.12455027334268,0.8934227113413759,1492388.0,2584201.63336629,4476367.0,120.0,0,0,0,0,0,4476487.0,2238243.5,3165184.6079659397,4476367.0,120.0,1,0,0,0,32,96,0.22335567783534396,0.6700670335060319,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55980-80-6,10.0.1.2,55980,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4519181,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,111.30335341735594,0.8851161305555144,1506393.6666666665,2608457.5605173903,4518381.0,130.0,0,0,0,0,0,4518511.0,2259255.5,3194885.9212028994,4518381.0,130.0,1,0,0,0,32,96,0.2212790326388786,0.6638370979166358,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55964-80-6,10.0.1.2,55964,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4498847,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,111.80642506846755,0.8891167003456665,1499615.6666666665,2597136.866513071,4498531.0,13.0,0,0,0,0,0,4498544.0,2249272.0,3180932.5830897456,4498531.0,13.0,1,0,0,0,32,96,0.22227917508641662,0.6668375252592498,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55988-80-6,10.0.1.2,55988,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4519180,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,111.30337804645974,0.8851163264131988,1506393.3333333335,2608510.6756264833,4518442.0,110.0,0,0,0,0,0,4518552.0,2259276.0,3194943.1968521755,4518442.0,110.0,1,0,0,0,32,96,0.2212790816032997,0.663837244809899,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-55992-80-6,10.0.1.2,55992,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4536092,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,110.88840349798902,0.8818163300038888,1512030.6666666665,2618518.1656655227,4535635.0,126.0,0,0,0,0,0,4535761.0,2267880.5,3207089.170032617,4535635.0,126.0,1,0,0,0,32,96,0.2204540825009722,0.6613622475029166,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56012-80-6,10.0.1.2,56012,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4558285,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,110.12913848081023,0.8775230157833483,1519428.3333333335,2631102.6768847946,4557564.0,138.0,0,0,0,0,0,4557702.0,2278851.0,3222586.8293558825,4557564.0,138.0,1,0,0,0,32,96,0.2193807539458371,0.6581422618375113,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56000-80-6,10.0.1.2,56000,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4560233,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,110.30138153028584,0.8771481632627104,1520077.6666666665,2632148.551440312,4559421.0,135.0,0,0,0,0,0,4559556.0,2279778.0,3223902.0479688896,4559421.0,135.0,1,0,0,0,32,96,0.2192870408156776,0.6578611224470329,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56022-80-6,10.0.1.2,56022,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4596317,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,109.2178803159138,0.870261994549114,1532105.6666666665,2652985.1212497093,4595509.0,146.0,0,0,0,0,0,4595655.0,2297827.5,3249412.3393137567,4595509.0,146.0,1,0,0,0,32,96,0.2175654986372785,0.6526964959118355,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56020-80-6,10.0.1.2,56020,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4577920,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,109.87522717740809,0.8737592618481757,1525973.3333333335,2642795.7464840775,4577611.0,9.0,0,0,0,0,0,4577620.0,2288810.0,3236853.4157731025,4577611.0,9.0,1,0,0,0,32,96,0.2184398154620439,0.6553194463861317,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56034-80-6,10.0.1.2,56034,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4598248,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,109.38948921415287,0.8698965345061859,1532749.3333333335,2654233.3482940667,4597594.0,117.0,0,0,0,0,0,4597711.0,2298855.5,3250907.163049185,4597594.0,117.0,1,0,0,0,32,96,0.21747413362654647,0.6524224008796394,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56036-80-6,10.0.1.2,56036,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4637339,1,3,10.0,492.0,10.0,10.0,10.0,0.0,492.0,0.0,164.0,284.05633244129587,108.25173661015509,0.862563638327929,1545779.6666666665,2676715.9495438314,4636585.0,116.0,0,0,0,0,0,4636701.0,2318350.5,3278478.670661211,4636585.0,116.0,1,0,0,0,32,96,0.21564090958198226,0.6469227287459468,0.0,492.0,102.4,217.8504073900253,47458.799999999996,1,0,0,2,4,0,0,0,3.0,128.0,10.0,164.0,0,0,0,0,0,0,1,10,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56060-80-6,10.0.1.2,56060,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4619957,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,108.87547221759856,0.8658089241956147,1539985.6666666665,2667066.6856575473,4619649.0,10.0,0,0,0,0,0,4619659.0,2309829.5,3266578.063533841,4619649.0,10.0,1,0,0,0,32,96,0.21645223104890368,0.6493566931467111,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56048-80-6,10.0.1.2,56048,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4640268,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,108.39891144218394,0.8620191764785999,1546756.0,2678498.801842741,4639620.0,125.0,0,0,0,0,0,4639745.0,2319872.5,3280618.375781081,4639620.0,125.0,1,0,0,0,32,96,0.21550479411964998,0.64651438235895,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56084-80-6,10.0.1.2,56084,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4679392,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,107.49259732888375,0.8548119071879424,1559797.3333333335,2701043.753275451,4678694.0,139.0,0,0,0,0,0,4678833.0,2339416.5,3308237.966654228,4678694.0,139.0,1,0,0,0,32,96,0.2137029767969856,0.6411089303909567,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.1.2-10.0.2.4-56076-80-6,10.0.1.2,56076,10.0.2.4,80,6,16/07/2026 12:21:27 PM,4659201,1,3,11.0,492.0,11.0,11.0,11.0,0.0,492.0,0.0,164.0,284.05633244129587,107.95842463117603,0.8585162992538848,1553067.0,2689651.471242882,4658809.0,102.0,0,0,0,0,0,4658911.0,2329455.5,3294203.311261237,4658809.0,102.0,1,0,0,0,32,96,0.2146290748134712,0.6438872244404137,0.0,492.0,102.8,217.63892115152564,47366.7,1,0,0,2,4,0,0,0,3.0,128.5,11.0,164.0,0,0,0,0,0,0,1,11,3,492,126,64,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
